s0914007
Conquer the continents of ASIA and AFRICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996991, 0.08921598315996991, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.09088853812664553, 0.09088853812664553, 0.09088853812664553, 0.09027442697612352, 0.09027442697612352, 0.09027442697612352, 0.0896562789442635, 0.0896562789442635, 0.0896562789442635, 0.0890341814720137, 0.0890341814720137, 0.0890341814720137, 0.08985123167481313, 0.08985123167481313, 0.08985123167481313, 0.08921953065691404, 0.08921953065691404, 0.08921953065691404, 0.090029188244528, 0.090029188244528, 0.090029188244528, 0.08938791918611416, 0.08938791918611416, 0.08938791918611416, 0.08874291201573803, 0.08874291201573803, 0.08874291201573803, 0.08874291201573803, 0.08999944590583771, 0.08999944590583771, 0.09126585772407873, 0.09126585772407873, 0.09126585772407873, 0.09209077723586412, 0.09209077723586412, 0.09209077723586412, 0.09291379559317664, 0.09291379559317664, 0.09291379559317664, 0.2984118529532387, 0.30059028638073176, 0.2935936887578873, 0.2538428858985859, 0.2550572604384286, 0.2515443545727893, 0.2719797799924438, 0.2719797799924438, 0.2719797799924438, 0.3946870470074119, 0.3901030826086514, 0.3901030826086514, 0.4804256885769552, 0.4813085352472449, 0.48583535291117486, 0.651886438328103, 0.6505239814016663, 0.6529099759807367
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996991, 0.08921598315996991, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.09088853812664553, 0.09088853812664553, 0.09088853812664553, 0.09027442697612352, 0.09027442697612352, 0.09027442697612352, 0.0896562789442635, 0.0896562789442635, 0.0896562789442635, 0.0890341814720137, 0.0890341814720137, 0.0890341814720137, 0.08985123167481313, 0.08985123167481313, 0.08985123167481313, 0.08921953065691404, 0.08921953065691404, 0.08921953065691404, 0.090029188244528, 0.090029188244528, 0.090029188244528, 0.08938791918611416, 0.08938791918611416, 0.08938791918611416, 0.08874291201573803, 0.08874291201573803, 0.08874291201573803, 0.08696805546805998, 0.08819945870432415, 0.08819945870432415, 0.08765173317009109, 0.08765173317009109, 0.08765173317009109, 0.0884439859000486, 0.0884439859000486, 0.0884439859000486, 0.08923441276117929, 0.08923441276117929, 0.08923441276117929, 0.01502428460325056, 0.014534658856901276, 0.014196347327172582, 0.009338394461791381, 0.009195407778785662, 0.009068759347498057, 0.0060730625729783876, 0.0060730625729783876, 0.0060730625729783876, 0.010637305699834234, 0.009899429187019316, 0.009899429187019316, 0.009928433683156837, 0.009747745131800994, 0.009839424920574026, 0.01147341446035043, 0.011449434772965809, 0.011491429057700482
Occupy-Asia-Africa, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08084175320980043, 0.08165000502189981, 0.08165000502189981, 0.08001700647881207, 0.08080877010188262, 0.08080877010188262, 0.07919259624114994, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07754545644888919, 0.07828883657038012, 0.07828883657038012, 0.07672306133221357, 0.07745068350669672, 0.07745068350669672, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07680215631428843, 0.07680215631428843, 0.07680215631428843, 0.07783291557129786, 0.07783291557129786, 0.07783291557129786, 0.07887026050363424, 0.07887026050363424, 0.07887026050363424, 0.07800215903752175, 0.07800215903752175, 0.07800215903752175, 0.07903445068605111, 0.07903445068605111, 0.07903445068605111, 0.07815664770054763, 0.07815664770054763, 0.07815664770054763, 0.07918361639908697, 0.07918361639908697, 0.07918361639908697, 0.08021657154578964, 0.08021657154578964, 0.08021657154578964, 0.07861224164488352, 0.07972533274770853, 0.07972533274770853, 0.07923023219819682, 0.07923023219819682, 0.07923023219819682, 0.0783474401919362, 0.0783474401919362, 0.0783474401919362, 0.07746668271625384, 0.07746668271625384, 0.07746668271625384, 0.006543547136402557, 0.006330299768222402, 0.006437894883614362, 0.00428604429422305, 0.004220417675069827, 0.004247234433394572, 0.0020905158238823498, 0.0020905158238823498, 0.0020905158238823498, 6.028442656935421E-4, 5.960811589569354E-4, 5.960811589569354E-4, 1.5498916479172697E-4, 1.5222939321893827E-4, 1.5064818490987815E-4, 4.361590946281511E-5, 4.443078290185329E-5, 4.462944265850664E-5
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996991, 0.08921598315996991, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.09088853812664553, 0.09088853812664553, 0.09088853812664553, 0.09027442697612352, 0.09027442697612352, 0.09027442697612352, 0.0896562789442635, 0.0896562789442635, 0.0896562789442635, 0.0890341814720137, 0.0890341814720137, 0.0890341814720137, 0.08985123167481313, 0.08985123167481313, 0.08985123167481313, 0.08921953065691404, 0.08921953065691404, 0.08921953065691404, 0.090029188244528, 0.090029188244528, 0.090029188244528, 0.08938791918611416, 0.08938791918611416, 0.08938791918611416, 0.08874291201573803, 0.08874291201573803, 0.08874291201573803, 0.08696805546805998, 0.08819945870432415, 0.08819945870432415, 0.08765173317009109, 0.08765173317009109, 0.08765173317009109, 0.0884439859000486, 0.0884439859000486, 0.0884439859000486, 0.08923441276117929, 0.08923441276117929, 0.08923441276117929, 0.032288300448157635, 0.03252400795212272, 0.0317669728547378, 0.0165583580669722, 0.016637572610988076, 0.016408423178759905, 0.011922575441544693, 0.011922575441544693, 0.011922575441544693, 0.016955570968376382, 0.016430045406690658, 0.016430045406690658, 0.016202145517028733, 0.016231919133555414, 0.01638458407272072, 0.021984584058472294, 0.021938635796529448, 0.02201910241663764
Occupy-Europe-Australia-South-America, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996991, 0.08921598315996991, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.09088853812664553, 0.09088853812664553, 0.09088853812664553, 0.09027442697612352, 0.09027442697612352, 0.09027442697612352, 0.0896562789442635, 0.0896562789442635, 0.0896562789442635, 0.0890341814720137, 0.0890341814720137, 0.0890341814720137, 0.08985123167481313, 0.08985123167481313, 0.08985123167481313, 0.08921953065691404, 0.08921953065691404, 0.08921953065691404, 0.090029188244528, 0.090029188244528, 0.090029188244528, 0.08938791918611416, 0.08938791918611416, 0.08938791918611416, 0.08874291201573803, 0.08874291201573803, 0.08874291201573803, 0.08696805546805998, 0.08819945870432415, 0.08819945870432415, 0.08765173317009109, 0.08765173317009109, 0.08765173317009109, 0.0884439859000486, 0.0884439859000486, 0.0884439859000486, 0.08923441276117929, 0.08923441276117929, 0.08923441276117929, 0.032288300448157635, 0.03252400795212272, 0.0317669728547378, 0.0165583580669722, 0.016637572610988076, 0.016408423178759905, 0.011922575441544693, 0.011922575441544693, 0.011922575441544693, 0.016955570968376382, 0.016430045406690658, 0.016430045406690658, 0.016202145517028733, 0.016231919133555414, 0.01638458407272072, 0.021984584058472294, 0.021938635796529448, 0.02201910241663764
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.07919259624114994, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07754545644888919, 0.07828883657038012, 0.07828883657038012, 0.07672306133221357, 0.07745068350669672, 0.07745068350669672, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07526611465288754, 0.07526611465288754, 0.07526611465288754, 0.0747507350243828, 0.0747507350243828, 0.0747507350243828, 0.07423206255821461, 0.07423206255821461, 0.07423206255821461, 0.07341501235541516, 0.07341501235541516, 0.07341501235541516, 0.0728988665311505, 0.0728988665311505, 0.0728988665311505, 0.07208920894353654, 0.07208920894353654, 0.07208920894353654, 0.07157572459426685, 0.07157572459426685, 0.07157572459426685, 0.07105924702091553, 0.07105924702091553, 0.07105924702091553, 0.06963806343584479, 0.07062408682363414, 0.07062408682363414, 0.07018550572287167, 0.07018550572287167, 0.07018550572287167, 0.06940349105891716, 0.06940349105891716, 0.06940349105891716, 0.06862327866858453, 0.06862327866858453, 0.06862327866858453, 0.007104071876433093, 0.006872557592294402, 0.006989369379137864, 0.005100783643718134, 0.005022681981068387, 0.0050545963694532126, 0.0035273808543911556, 0.0035273808543911556, 0.0035273808543911556, 0.007113830050450303, 0.006620365985535253, 0.006620365985535253, 0.005964704764283508, 0.005856152509464902, 0.005795324591733064, 0.0033989039920418003, 0.0033918002082936266, 0.003337490912683907
Occupy-North-America-Australia, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.07919259624114994, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07754545644888919, 0.07828883657038012, 0.07828883657038012, 0.07672306133221357, 0.07745068350669672, 0.07745068350669672, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07526611465288754, 0.07526611465288754, 0.07526611465288754, 0.0747507350243828, 0.0747507350243828, 0.0747507350243828, 0.07423206255821461, 0.07423206255821461, 0.07423206255821461, 0.07341501235541516, 0.07341501235541516, 0.07341501235541516, 0.0728988665311505, 0.0728988665311505, 0.0728988665311505, 0.07208920894353654, 0.07208920894353654, 0.07208920894353654, 0.07157572459426685, 0.07157572459426685, 0.07157572459426685, 0.07105924702091553, 0.07105924702091553, 0.07105924702091553, 0.07105924702091553, 0.07206539331540392, 0.07206539331540392, 0.07307944917832891, 0.07307944917832891, 0.07307944917832891, 0.07226518987646073, 0.07226518987646073, 0.07226518987646073, 0.07145280716096458, 0.07145280716096458, 0.07145280716096458, 0.2741024359723086, 0.2761034084644198, 0.2807962949281812, 0.3246146082097001, 0.3261675519294952, 0.3282400378981552, 0.3308519302255158, 0.3308519302255158, 0.3308519302255158, 0.17363113692838195, 0.1823374449782391, 0.1823374449782391, 0.11479577827167191, 0.11505275193149632, 0.11385769778664617, 0.06358848109746472, 0.0647765009029277, 0.06506613081862506
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08084175320980043, 0.08165000502189981, 0.08165000502189981, 0.08001700647881207, 0.08080877010188262, 0.08080877010188262, 0.07919259624114994, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07754545644888919, 0.07828883657038012, 0.07828883657038012, 0.07672306133221357, 0.07745068350669672, 0.07745068350669672, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07526611465288754, 0.07526611465288754, 0.07526611465288754, 0.0747507350243828, 0.0747507350243828, 0.0747507350243828, 0.07423206255821461, 0.07423206255821461, 0.07423206255821461, 0.07341501235541516, 0.07341501235541516, 0.07341501235541516, 0.0728988665311505, 0.0728988665311505, 0.0728988665311505, 0.07208920894353654, 0.07208920894353654, 0.07208920894353654, 0.07157572459426685, 0.07157572459426685, 0.07157572459426685, 0.07105924702091553, 0.07105924702091553, 0.07105924702091553, 0.07105924702091553, 0.07206539331540392, 0.07206539331540392, 0.07307944917832891, 0.07307944917832891, 0.07307944917832891, 0.07226518987646073, 0.07226518987646073, 0.07226518987646073, 0.07145280716096458, 0.07145280716096458, 0.07145280716096458, 0.13301939969031457, 0.13399045329935416, 0.13626786808412247, 0.13004908921819566, 0.13067123902679578, 0.13150153102791118, 0.14712988266471616, 0.14712988266471616, 0.14712988266471616, 0.24806800300506665, 0.2451868978285254, 0.2451868978285254, 0.2749723314713099, 0.2754776300284713, 0.27261624098690335, 0.18764953383655195, 0.1872573422030308, 0.18425898919629188
Occupy-Asia-South-America, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996991, 0.08921598315996991, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.09088853812664553, 0.09088853812664553, 0.09088853812664553, 0.09211676042768954, 0.09211676042768954, 0.09211676042768954, 0.09335305649140953, 0.09335305649140953, 0.09335305649140953, 0.09459725143590916, 0.09459725143590916, 0.09459725143590916, 0.09546535290202163, 0.09546535290202163, 0.09546535290202163, 0.09672875493781989, 0.09672875493781989, 0.09672875493781989, 0.09760655792332336, 0.09760655792332336, 0.09760655792332336, 0.09888909604015098, 0.09888909604015098, 0.09888909604015098, 0.10017911038090324, 0.10017911038090324, 0.10017911038090324, 0.09817553008405007, 0.09956562285796346, 0.09956562285796346, 0.09894731255569796, 0.09894731255569796, 0.09894731255569796, 0.09984166199590913, 0.09984166199590913, 0.09984166199590913, 0.10073395026964979, 0.10073395026964979, 0.10073395026964979, 0.03027712112830051, 0.030498146841928857, 0.029788266079431008, 0.014073605693680437, 0.014140933278527619, 0.013946170081532705, 0.007195160958027421, 0.007195160958027421, 0.007195160958027421, 0.0014282785409315043, 0.0014704863704210953, 0.0014704863704210953, 4.284028997865035E-4, 4.2936189203077397E-4, 4.334001395471303E-4, 3.104877903276346E-4, 3.162886152238653E-4, 3.240568610184812E-4
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996991, 0.08921598315996991, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.09088853812664553, 0.09088853812664553, 0.09088853812664553, 0.09211676042768954, 0.09211676042768954, 0.09211676042768954, 0.09335305649140953, 0.09335305649140953, 0.09335305649140953, 0.09459725143590916, 0.09459725143590916, 0.09459725143590916, 0.09546535290202163, 0.09546535290202163, 0.09546535290202163, 0.09672875493781989, 0.09672875493781989, 0.09672875493781989, 0.09760655792332336, 0.09760655792332336, 0.09760655792332336, 0.09888909604015098, 0.09888909604015098, 0.09888909604015098, 0.10017911038090324, 0.10017911038090324, 0.10017911038090324, 0.09817553008405007, 0.09956562285796346, 0.09956562285796346, 0.09894731255569796, 0.09894731255569796, 0.09894731255569796, 0.09984166199590913, 0.09984166199590913, 0.09984166199590913, 0.10073395026964979, 0.10073395026964979, 0.10073395026964979, 0.011286773544458386, 0.011369168008801748, 0.011104537056079116, 0.004009080129605867, 0.004028259413753809, 0.003972778161824076, 0.002235135293122605, 0.002235135293122605, 0.002235135293122605, 0.0015724022706879008, 0.0015236668085769308, 0.0015236668085769308, 8.511022388608066E-4, 8.526662534327168E-4, 8.606857759942551E-4, 7.769206947564781E-4, 7.752969134970035E-4, 7.781405507581356E-4
Occupy-North-America-Africa, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.07919259624114994, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669672, 0.07745068350669672, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07526611465288754, 0.07526611465288754, 0.07526611465288754, 0.0747507350243828, 0.0747507350243828, 0.0747507350243828, 0.07423206255821461, 0.07423206255821461, 0.07423206255821461, 0.07341501235541516, 0.07341501235541516, 0.07341501235541516, 0.0728988665311505, 0.0728988665311505, 0.0728988665311505, 0.07208920894353654, 0.07208920894353654, 0.07208920894353654, 0.07157572459426685, 0.07157572459426685, 0.07157572459426685, 0.07105924702091553, 0.07105924702091553, 0.07105924702091553, 0.07105924702091553, 0.07206539331540392, 0.07206539331540392, 0.07307944917832891, 0.07307944917832891, 0.07307944917832891, 0.07226518987646073, 0.07226518987646073, 0.07226518987646073, 0.07145280716096458, 0.07145280716096458, 0.07145280716096458, 0.1543379924578195, 0.14930827844861733, 0.15184604791244244, 0.21933420313360819, 0.2159758238850022, 0.21734814575431005, 0.20374220717625494, 0.20374220717625494, 0.20374220717625494, 0.12724000726969115, 0.12832879298163258, 0.12832879298163258, 0.0795330466357615, 0.07811686350129783, 0.07730546281819636, 0.03667002195703616, 0.03735512579345189, 0.037522148738248405
