s0914007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOSER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conquer the continents of EUROPE and SOUTH AMERICA and a third continent of your choice., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96
Occupy-Europe-Australia-Asia,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.077546289,0.077546289,0.077546289,0.077546289,0.077546289,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.015545236,0.015611176,0.015611176,0.015076953,0.015076953,0.015076953,0.011711133,0.01182643,0.01182643,0.01182643,0.01182643,0.01182643,0.011217444,0.011217444,0.011217444,0.011327067,0.011327067,0.011215229
Occupy-Europe-South-America-North-America,0.084459458,0.084459458,0.084459458,0.084459458,0.084459458,0.084459458,0.085592986,0.085592986,0.085592986,0.085592986,0.085592986,0.085592986,0.086733756,0.086733756,0.086733756,0.086733756,0.086733756,0.086733756,0.087881603,0.087881603,0.087881603,0.087881603,0.087881603,0.087881603,0.089036356,0.089036356,0.089036356,0.089036356,0.089036356,0.089036356,0.090197841,0.090197841,0.090197841,0.090197841,0.090197841,0.090197841,0.091365877,0.091365877,0.091365877,0.091365877,0.091365877,0.091365877,0.09254028,0.09254028,0.09254028,0.09254028,0.09254028,0.09254028,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.094907422,0.094907422,0.094907422,0.094907422,0.094907422,0.09609977,0.09609977,0.09609977,0.09609977,0.09609977,0.09609977,0.0972977,0.0972977,0.0972977,0.0972977,0.0972977,0.0972977,0.098501005,0.098501005,0.098501005,0.098501005,0.098501005,0.098501005,0.151479074,0.149079189,0.149079189,0.14397762,0.14397762,0.14397762,0.184399068,0.1788404,0.1788404,0.1788404,0.1788404,0.1788404,0.195052661,0.195052661,0.195052661,0.196958824,0.196958824,0.195014143
Occupy-Asia-Africa,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.077546289,0.077546289,0.077546289,0.077546289,0.077546289,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.013234507,0.013290645,0.013290645,0.013637846,0.013637846,0.013637846,0.00935546,0.009447565,0.009447565,0.009447565,0.009447565,0.009447565,0.00635198,0.00635198,0.00635198,0.006288289,0.006288289,0.006353267
Occupy-Europe-South-America-Africa,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.077546289,0.077546289,0.077546289,0.077546289,0.077546289,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.005570751,0.005482494,0.005482494,0.00529488,0.00529488,0.00529488,0.004982444,0.00483225,0.00483225,0.00483225,0.00483225,0.00483225,0.004712604,0.004712604,0.004712604,0.004758658,0.004758658,0.004711674
Occupy-Europe-Australia-South-America,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.077546289,0.077546289,0.077546289,0.077546289,0.077546289,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.013234507,0.013024833,0.013024833,0.012579116,0.012579116,0.012579116,0.013706373,0.013293197,0.013293197,0.013293197,0.013293197,0.013293197,0.01233458,0.01233458,0.01233458,0.01245512,0.01245512,0.012332144
Occupy-Europe-South-America-Australia,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.077546289,0.077546289,0.077546289,0.077546289,0.077546289,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.013234507,0.013024833,0.013024833,0.012579116,0.012579116,0.012579116,0.013706373,0.013293197,0.013293197,0.013293197,0.013293197,0.013293197,0.01233458,0.01233458,0.01233458,0.01245512,0.01245512,0.012332144
Occupy-Europe-Australia-North-America,0.084459458,0.084459458,0.084459458,0.084459458,0.084459458,0.084459458,0.085592986,0.085592986,0.085592986,0.085592986,0.085592986,0.085592986,0.086733756,0.086733756,0.086733756,0.086733756,0.086733756,0.086733756,0.087881603,0.087881603,0.087881603,0.087881603,0.087881603,0.087881603,0.089036356,0.089036356,0.089036356,0.089036356,0.089036356,0.089036356,0.090197841,0.090197841,0.090197841,0.090197841,0.090197841,0.090197841,0.091365877,0.091365877,0.091365877,0.091365877,0.091365877,0.091365877,0.09254028,0.09254028,0.09254028,0.09254028,0.09254028,0.09254028,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.094907422,0.094907422,0.094907422,0.094907422,0.094907422,0.09609977,0.09609977,0.09609977,0.09609977,0.09609977,0.09609977,0.0972977,0.0972977,0.0972977,0.0972977,0.0972977,0.0972977,0.098501005,0.098501005,0.098501005,0.098501005,0.098501005,0.098501005,0.216913911,0.217834017,0.217834017,0.210379621,0.210379621,0.210379621,0.202208374,0.204199126,0.204199126,0.204199126,0.204199126,0.204199126,0.256195383,0.256195383,0.256195383,0.258699067,0.258699067,0.256144791
Occupy-North-America-Australia,0.084459458,0.084459458,0.084459458,0.084459458,0.084459458,0.084459458,0.085592986,0.085592986,0.085592986,0.085592986,0.085592986,0.085592986,0.086733756,0.086733756,0.086733756,0.086733756,0.086733756,0.086733756,0.087881603,0.087881603,0.087881603,0.087881603,0.087881603,0.087881603,0.089036356,0.089036356,0.089036356,0.089036356,0.089036356,0.089036356,0.090197841,0.090197841,0.090197841,0.090197841,0.090197841,0.090197841,0.091365877,0.091365877,0.091365877,0.091365877,0.091365877,0.091365877,0.09254028,0.09254028,0.09254028,0.09254028,0.09254028,0.09254028,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.094907422,0.094907422,0.094907422,0.094907422,0.094907422,0.09609977,0.09609977,0.09609977,0.09609977,0.09609977,0.09609977,0.0972977,0.0972977,0.0972977,0.0972977,0.0972977,0.0972977,0.098501005,0.098501005,0.098501005,0.098501005,0.098501005,0.098501005,0.340791276,0.342236847,0.342236847,0.351177337,0.351177337,0.351177337,0.355005109,0.358500152,0.358500152,0.358500152,0.358500152,0.358500152,0.323381191,0.323381191,0.323381191,0.320138685,0.320138685,0.323446711
Occupy-Europe-Australia-Africa,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.077546289,0.077546289,0.077546289,0.077546289,0.077546289,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.009482341,0.009522564,0.009522564,0.009196696,0.009196696,0.009196696,0.006308865,0.006370976,0.006370976,0.006370976,0.006370976,0.006370976,0.00710744,0.00710744,0.00710744,0.007176897,0.007176897,0.007106036
Occupy-Asia-South-America,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.077546289,0.077546289,0.077546289,0.077546289,0.077546289,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.018193497,0.017905257,0.017905257,0.018373009,0.018373009,0.018373009,0.020019475,0.019415992,0.019415992,0.019415992,0.019415992,0.019415992,0.011400478,0.011400478,0.011400478,0.011286167,0.011286167,0.011402788
Occupy-Europe-South-America-Asia,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082770271,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.082203507,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081633122,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.081059199,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.080481822,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.07990108,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.079317061,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07872986,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.07813957,0.077546289,0.077546289,0.077546289,0.077546289,0.077546289,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.076950115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.07635115,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.075749497,0.009482341,0.009332112,0.009332112,0.009012763,0.009012763,0.009012763,0.00937517,0.009092558,0.009092558,0.009092558,0.009092558,0.009092558,0.007467945,0.007467945,0.007467945,0.007540925,0.007540925,0.00746647
Occupy-North-America-Africa,0.084459458,0.084459458,0.084459458,0.084459458,0.084459458,0.084459458,0.085592986,0.085592986,0.085592986,0.085592986,0.085592986,0.085592986,0.086733756,0.086733756,0.086733756,0.086733756,0.086733756,0.086733756,0.087881603,0.087881603,0.087881603,0.087881603,0.087881603,0.087881603,0.089036356,0.089036356,0.089036356,0.089036356,0.089036356,0.089036356,0.090197841,0.090197841,0.090197841,0.090197841,0.090197841,0.090197841,0.091365877,0.091365877,0.091365877,0.091365877,0.091365877,0.091365877,0.09254028,0.09254028,0.09254028,0.09254028,0.09254028,0.09254028,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.093720859,0.094907422,0.094907422,0.094907422,0.094907422,0.094907422,0.09609977,0.09609977,0.09609977,0.09609977,0.09609977,0.09609977,0.0972977,0.0972977,0.0972977,0.0972977,0.0972977,0.0972977,0.098501005,0.098501005,0.098501005,0.098501005,0.098501005,0.098501005,0.192838051,0.193656032,0.193656032,0.198715043,0.198715043,0.198715043,0.169222156,0.170888157,0.170888157,0.170888157,0.170888157,0.170888157,0.152443716,0.152443716,0.152443716,0.150915181,0.150915181,0.152474603
yura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOSER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conquer the continents of ASIA and SOUTH AMERICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96
Occupy-Europe-Australia-Asia,0.083333333,0.082491583,0.082491583,0.082491583,0.082491583,0.082491583,0.082491583,0.081650005,0.081650005,0.081650005,0.081650005,0.081650005,0.081650005,0.08080877,0.08080877,0.08080877,0.08080877,0.08080877,0.08080877,0.07996805,0.07996805,0.07996805,0.07996805,0.07996805,0.07996805,0.079128015,0.079128015,0.079128015,0.079128015,0.079128015,0.079128015,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.077450684,0.077450684,0.077450684,0.077450684,0.077450684,0.076613725,0.076613725,0.076613725,0.076613725,0.076613725,0.076613725,0.075778129,0.075778129,0.075778129,0.075778129,0.075778129,0.075778129,0.074944061,0.074944061,0.074944061,0.074944061,0.074944061,0.074944061,0.074111689,0.074111689,0.074111689,0.074111689,0.074111689,0.074111689,0.073281175,0.073281175,0.073281175,0.073281175,0.073281175,0.073281175,0.072452682,0.072452682,0.072452682,0.072452682,0.072452682,0.072906997,0.032918629,0.032918629,0.032918629,0.031995075,0.031995075,0.032845205,0.022222277,0.022222277,0.022222277,0.022222277,0.022222277,0.022311357,0.037433206,0.037433206,0.037433206,0.037789452,0.037789452
Occupy-Europe-South-America-North-America,0.083333333,0.084175083,0.084175083,0.084175083,0.084175083,0.084175083,0.084175083,0.085016662,0.085016662,0.085016662,0.085016662,0.085016662,0.085016662,0.085857897,0.085857897,0.085857897,0.085857897,0.085857897,0.085857897,0.086698617,0.086698617,0.086698617,0.086698617,0.086698617,0.086698617,0.087538651,0.087538651,0.087538651,0.087538651,0.087538651,0.087538651,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.089215983,0.089215983,0.089215983,0.089215983,0.089215983,0.090052942,0.090052942,0.090052942,0.090052942,0.090052942,0.090052942,0.090888538,0.090888538,0.090888538,0.090888538,0.090888538,0.090888538,0.091722605,0.091722605,0.091722605,0.091722605,0.091722605,0.091722605,0.092554978,0.092554978,0.092554978,0.092554978,0.092554978,0.092554978,0.093385492,0.093385492,0.093385492,0.093385492,0.093385492,0.093385492,0.094213985,0.094213985,0.094213985,0.094213985,0.094213985,0.092908661,0.131274507,0.131274507,0.131274507,0.132852465,0.132852465,0.130981702,0.142897968,0.142897968,0.142897968,0.142897968,0.142897968,0.143470789,0.099579195,0.099579195,0.099579195,0.098555762,0.098555762
Occupy-Europe-South-America-Africa,0.083333333,0.084175083,0.084175083,0.084175083,0.084175083,0.084175083,0.084175083,0.085016662,0.085016662,0.085016662,0.085016662,0.085016662,0.085016662,0.085857897,0.085857897,0.085857897,0.085857897,0.085857897,0.085857897,0.086698617,0.086698617,0.086698617,0.086698617,0.086698617,0.086698617,0.087538651,0.087538651,0.087538651,0.087538651,0.087538651,0.087538651,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.089215983,0.089215983,0.089215983,0.089215983,0.089215983,0.090052942,0.090052942,0.090052942,0.090052942,0.090052942,0.090052942,0.090888538,0.090888538,0.090888538,0.090888538,0.090888538,0.090888538,0.091722605,0.091722605,0.091722605,0.091722605,0.091722605,0.091722605,0.092554978,0.092554978,0.092554978,0.092554978,0.092554978,0.092554978,0.093385492,0.093385492,0.093385492,0.093385492,0.093385492,0.093385492,0.094213985,0.094213985,0.094213985,0.094213985,0.094213985,0.094804754,0.116878942,0.116878942,0.116878942,0.118283862,0.118283862,0.118950609,0.121173319,0.121173319,0.121173319,0.121173319,0.121173319,0.119225875,0.057977306,0.057977306,0.057977306,0.05738144,0.05738144
Occupy-Asia-Africa,0.083333333,0.082491583,0.082491583,0.082491583,0.082491583,0.082491583,0.082491583,0.081650005,0.081650005,0.081650005,0.081650005,0.081650005,0.081650005,0.08080877,0.08080877,0.08080877,0.08080877,0.08080877,0.08080877,0.07996805,0.07996805,0.07996805,0.07996805,0.07996805,0.07996805,0.079128015,0.079128015,0.079128015,0.079128015,0.079128015,0.079128015,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.077450684,0.077450684,0.077450684,0.077450684,0.077450684,0.076613725,0.076613725,0.076613725,0.076613725,0.076613725,0.076613725,0.075778129,0.075778129,0.075778129,0.075778129,0.075778129,0.075778129,0.074944061,0.074944061,0.074944061,0.074944061,0.074944061,0.074944061,0.074111689,0.074111689,0.074111689,0.074111689,0.074111689,0.074111689,0.073281175,0.073281175,0.073281175,0.073281175,0.073281175,0.073281175,0.072452682,0.072452682,0.072452682,0.072452682,0.072452682,0.072906997,0.031247794,0.031247794,0.031247794,0.030371116,0.030371116,0.031801658,0.021855885,0.021855885,0.021855885,0.021855885,0.021855885,0.021504627,0.028947718,0.028947718,0.028947718,0.029223209,0.029223209
Occupy-Europe-South-America-Australia,0.083333333,0.084175083,0.084175083,0.084175083,0.084175083,0.084175083,0.084175083,0.085016662,0.085016662,0.085016662,0.085016662,0.085016662,0.085016662,0.085857897,0.085857897,0.085857897,0.085857897,0.085857897,0.085857897,0.086698617,0.086698617,0.086698617,0.086698617,0.086698617,0.086698617,0.087538651,0.087538651,0.087538651,0.087538651,0.087538651,0.087538651,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.089215983,0.089215983,0.089215983,0.089215983,0.089215983,0.090052942,0.090052942,0.090052942,0.090052942,0.090052942,0.090052942,0.090888538,0.090888538,0.090888538,0.090888538,0.090888538,0.090888538,0.091722605,0.091722605,0.091722605,0.091722605,0.091722605,0.091722605,0.092554978,0.092554978,0.092554978,0.092554978,0.092554978,0.092554978,0.093385492,0.093385492,0.093385492,0.093385492,0.093385492,0.093385492,0.094213985,0.094213985,0.094213985,0.094213985,0.094213985,0.094804754,0.140880871,0.140880871,0.140880871,0.1425743,0.1425743,0.140566639,0.156093391,0.156093391,0.156093391,0.156093391,0.156093391,0.156719106,0.118331559,0.118331559,0.118331559,0.117115398,0.117115398
Occupy-Europe-Australia-South-America,0.083333333,0.084175083,0.084175083,0.084175083,0.084175083,0.084175083,0.084175083,0.085016662,0.085016662,0.085016662,0.085016662,0.085016662,0.085016662,0.085857897,0.085857897,0.085857897,0.085857897,0.085857897,0.085857897,0.086698617,0.086698617,0.086698617,0.086698617,0.086698617,0.086698617,0.087538651,0.087538651,0.087538651,0.087538651,0.087538651,0.087538651,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.08837783,0.089215983,0.089215983,0.089215983,0.089215983,0.089215983,0.090052942,0.090052942,0.090052942,0.090052942,0.090052942,0.090052942,0.090888538,0.090888538,0.090888538,0.090888538,0.090888538,0.090888538,0.091722605,0.091722605,0.091722605,0.091722605,0.091722605,0.091722605,0.092554978,0.092554978,0.092554978,0.092554978,0.092554978,0.092554978,0.093385492,0.093385492,0.093385492,0.093385492,0.093385492,0.093385492,0.094213985,0.094213985,0.094213985,0.094213985,0.094213985,0.094804754,0.140880871,0.140880871,0.140880871,0.1425743,0.1425743,0.140566639,0.156093391,0.156093391,0.156093391,0.156093391,0.156093391,0.156719106,0.118331559,0.118331559,0.118331559,0.117115398,0.117115398
Occupy-North-America-Australia,0.083333333,0.082491583,0.082491583,0.082491583,0.082491583,0.082491583,0.082491583,0.081650005,0.081650005,0.081650005,0.081650005,0.081650005,0.081650005,0.08080877,0.08080877,0.08080877,0.08080877,0.08080877,0.08080877,0.07996805,0.07996805,0.07996805,0.07996805,0.07996805,0.07996805,0.079128015,0.079128015,0.079128015,0.079128015,0.079128015,0.079128015,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.077450684,0.077450684,0.077450684,0.077450684,0.077450684,0.076613725,0.076613725,0.076613725,0.076613725,0.076613725,0.076613725,0.075778129,0.075778129,0.075778129,0.075778129,0.075778129,0.075778129,0.074944061,0.074944061,0.074944061,0.074944061,0.074944061,0.074944061,0.074111689,0.074111689,0.074111689,0.074111689,0.074111689,0.074111689,0.073281175,0.073281175,0.073281175,0.073281175,0.073281175,0.073281175,0.072452682,0.072452682,0.072452682,0.072452682,0.072452682,0.071448859,0.051228094,0.051228094,0.051228094,0.051843871,0.051843871,0.053221396,0.043565619,0.043565619,0.043565619,0.043565619,0.043565619,0.043740256,0.035865702,0.035865702,0.035865702,0.035497089,0.035497089
Occupy-Europe-Australia-Africa,0.083333333,0.082491583,0.082491583,0.082491583,0.082491583,0.082491583,0.082491583,0.081650005,0.081650005,0.081650005,0.081650005,0.081650005,0.081650005,0.08080877,0.08080877,0.08080877,0.08080877,0.08080877,0.08080877,0.07996805,0.07996805,0.07996805,0.07996805,0.07996805,0.07996805,0.079128015,0.079128015,0.079128015,0.079128015,0.079128015,0.079128015,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.078288837,0.077450684,0.077450684,0.077450684,0.077450684,0.077450684,0.076613725,0.076613725,0.076613725,0.076613725,0.076613725,0.076613725,0.075778129,0.075778129,0.075778129,0.075778129,0.075778129,0.075778129,0.074944061,0.074944061,0.074944061,0.074944061,0.074944061,0.074944061,0.074111689,0.074111689,0.074111689,0.074111689,0.074111689,0.074111689,0.073281175,0.073281175,0.073281175,0.073281175,0.073281175,0.073281175,0.072452682,0.072452682,0.072452682,0.072452682,0.072452682,0.072906997,0.036047335,0.036047335,0.036047335,0.036480634,0.036480634,0.038198947,0.025072728,0.025072728,0.025072728,0.025072728,0.025072728,0.02466977,0.011996446,0.011996446,0.011996446,0.011873152,0.011873152
