s0914007
Conquer the continents of NORTH AMERICA and AUSTRALIA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08473714402193168, 0.08473714402193168, 0.08529529383790907, 0.08529529383790907, 0.08529529383790907, 0.08614225388238192, 0.08614225388238192, 0.08614225388238192, 0.08669902697549968, 0.08669902697549968, 0.08669902697549968, 0.08725169196051322, 0.08725169196051322, 0.08725169196051322, 0.08780018261213651, 0.08780018261213651, 0.08780018261213651, 0.0883444353922729, 0.0883444353922729, 0.0883444353922729, 0.08888438945687083, 0.08888438945687083, 0.08888438945687083, 0.08941998665955687, 0.08941998665955687, 0.08941998665955687, 0.08995117155211028, 0.08995117155211028, 0.08995117155211028, 0.09047789138184907, 0.09047789138184907, 0.09047789138184907, 0.09100009608600136, 0.09100009608600136, 0.09100009608600136, 0.09151773828314116, 0.09151773828314116, 0.09151773828314116, 0.09203077326177138, 0.09203077326177138, 0.09203077326177138, 0.0925391589661403, 0.0925391589661403, 0.0925391589661403, 0.09304285597938236, 0.09304285597938236, 0.09304285597938236, 0.0935418275040754, 0.0935418275040754, 0.0935418275040754, 0.09403603934031095, 0.09403603934031095, 0.09403603934031095, 0.09452545986137519, 0.09452545986137519, 0.09452545986137519, 0.09501005998714128, 0.09501005998714128, 0.09703523810454677, 0.1161424880383764, 0.11658728777395155, 0.11658728777395155, 0.17589761395205225, 0.17684080992361847, 0.17684080992361847, 0.27716316293086907, 0.27748267327739573, 0.27748267327739573
Occupy-Asia-Africa, 0.08333333333333333, 0.08166666825612386, 0.0822147661745803, 0.0822147661745803, 0.08057047241921092, 0.08138155628647942, 0.08138155628647942, 0.08027925288525208, 0.08027925288525208, 0.08027925288525208, 0.07945487839738408, 0.07945487839738408, 0.07945487839738408, 0.07836906117186167, 0.07836906117186167, 0.07836906117186167, 0.07729125556651094, 0.07729125556651094, 0.07729125556651094, 0.07622159073368723, 0.07622159073368723, 0.07622159073368723, 0.07516019058519702, 0.07516019058519702, 0.07516019058519702, 0.07410717377892816, 0.07410717377892816, 0.07410717377892816, 0.07306265371176479, 0.07306265371176479, 0.07306265371176479, 0.07202673851866155, 0.07202673851866155, 0.07202673851866155, 0.07099953107774157, 0.07099953107774157, 0.07099953107774157, 0.06998112902127321, 0.06998112902127321, 0.06998112902127321, 0.06897162475237205, 0.06897162475237205, 0.06897162475237205, 0.06797110546726652, 0.06797110546726652, 0.06797110546726652, 0.06697965318295798, 0.06697965318295798, 0.06697965318295798, 0.0659973447701002, 0.0659973447701002, 0.0659973447701002, 0.0650242519909161, 0.0650242519909161, 0.0650242519909161, 0.06406044154196523, 0.06406044154196523, 0.06406044154196523, 0.06310597510157046, 0.06310597510157046, 0.06310597510157046, 0.062160909381708394, 0.062160909381708394, 0.06478152371626456, 0.009259498464762738, 0.009109061243390065, 0.009109061243390065, 0.01119394760261994, 0.010808314791035518, 0.010808314791035518, 0.011382711969216511, 0.01116791736300566, 0.01116791736300566
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08473714402193168, 0.08473714402193168, 0.08529529383790907, 0.08529529383790907, 0.08529529383790907, 0.08614225388238192, 0.08614225388238192, 0.08614225388238192, 0.08669902697549968, 0.08669902697549968, 0.08669902697549968, 0.08725169196051322, 0.08725169196051322, 0.08725169196051322, 0.08780018261213651, 0.08780018261213651, 0.08780018261213651, 0.0883444353922729, 0.0883444353922729, 0.0883444353922729, 0.08888438945687083, 0.08888438945687083, 0.08888438945687083, 0.08941998665955687, 0.08941998665955687, 0.08941998665955687, 0.08995117155211028, 0.08995117155211028, 0.08995117155211028, 0.09047789138184907, 0.09047789138184907, 0.09047789138184907, 0.09100009608600136, 0.09100009608600136, 0.09100009608600136, 0.09151773828314116, 0.09151773828314116, 0.09151773828314116, 0.09203077326177138, 0.09203077326177138, 0.09203077326177138, 0.0925391589661403, 0.0925391589661403, 0.0925391589661403, 0.09304285597938236, 0.09304285597938236, 0.09304285597938236, 0.0935418275040754, 0.0935418275040754, 0.0935418275040754, 0.09403603934031095, 0.09403603934031095, 0.09403603934031095, 0.09452545986137519, 0.09452545986137519, 0.09452545986137519, 0.09501005998714128, 0.09501005998714128, 0.09703523810454677, 0.14882966858302837, 0.14939965290443877, 0.14939965290443877, 0.1307405006571154, 0.13144155572414978, 0.13144155572414978, 0.08403205332111803, 0.08412892445721007, 0.08412892445721007
Occupy-Europe-Australia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08473714402193168, 0.08473714402193168, 0.08529529383790907, 0.08529529383790907, 0.08529529383790907, 0.08614225388238192, 0.08614225388238192, 0.08614225388238192, 0.08669902697549968, 0.08669902697549968, 0.08669902697549968, 0.08725169196051322, 0.08725169196051322, 0.08725169196051322, 0.08780018261213651, 0.08780018261213651, 0.08780018261213651, 0.0883444353922729, 0.0883444353922729, 0.0883444353922729, 0.08888438945687083, 0.08888438945687083, 0.08888438945687083, 0.08941998665955687, 0.08941998665955687, 0.08941998665955687, 0.08995117155211028, 0.08995117155211028, 0.08995117155211028, 0.09047789138184907, 0.09047789138184907, 0.09047789138184907, 0.09100009608600136, 0.09100009608600136, 0.09100009608600136, 0.09151773828314116, 0.09151773828314116, 0.09151773828314116, 0.09203077326177138, 0.09203077326177138, 0.09203077326177138, 0.0925391589661403, 0.0925391589661403, 0.0925391589661403, 0.09304285597938236, 0.09304285597938236, 0.09304285597938236, 0.0935418275040754, 0.0935418275040754, 0.0935418275040754, 0.09403603934031095, 0.09403603934031095, 0.09403603934031095, 0.09452545986137519, 0.09452545986137519, 0.09452545986137519, 0.09501005998714128, 0.09501005998714128, 0.09703523810454677, 0.14882966858302837, 0.14939965290443877, 0.14939965290443877, 0.1307405006571154, 0.13144155572414978, 0.13144155572414978, 0.08403205332111803, 0.08412892445721007, 0.08412892445721007
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.08333333333333333, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08304240275772581, 0.08304240275772581, 0.08358938958802951, 0.08358938958802951, 0.08358938958802951, 0.08273102384898451, 0.08273102384898451, 0.08273102384898451, 0.08326574874842924, 0.08326574874842924, 0.08326574874842924, 0.08379652822069708, 0.08379652822069708, 0.08379652822069708, 0.08432329866302089, 0.08432329866302089, 0.08432329866302089, 0.08484599905341024, 0.08484599905341024, 0.08484599905341024, 0.08536457095723575, 0.08536457095723575, 0.08536457095723575, 0.08587895853071822, 0.08587895853071822, 0.08587895853071822, 0.08638910852138436, 0.08638910852138436, 0.08638910852138436, 0.0868949702655564, 0.0868949702655564, 0.0868949702655564, 0.08739649568294637, 0.08739649568294637, 0.08739649568294637, 0.087893639268431, 0.087893639268431, 0.087893639268431, 0.08838635808108677, 0.08838635808108677, 0.08838635808108677, 0.0888746117305682, 0.0888746117305682, 0.0888746117305682, 0.08935836236091609, 0.08935836236091609, 0.08935836236091609, 0.08983757463188485, 0.08983757463188485, 0.08983757463188485, 0.0903122156978811, 0.0903122156978811, 0.0903122156978811, 0.09078225518460771, 0.09078225518460771, 0.09078225518460771, 0.09124766516350978, 0.09124766516350978, 0.0859579363880986, 0.12154490180317515, 0.12201039157436634, 0.12201039157436634, 0.10249066138300071, 0.10304023551745121, 0.10304023551745121, 0.06587477238472887, 0.06595071202666916, 0.06595071202666916
Occupy-North-America-Australia, 0.08333333333333333, 0.08166666825612386, 0.0822147661745803, 0.0822147661745803, 0.08057047241921092, 0.08138155628647942, 0.08138155628647942, 0.08027925288525208, 0.08027925288525208, 0.08027925288525208, 0.07945487839738408, 0.07945487839738408, 0.07945487839738408, 0.07836906117186167, 0.07836906117186167, 0.07836906117186167, 0.07729125556651094, 0.07729125556651094, 0.07729125556651094, 0.07622159073368723, 0.07622159073368723, 0.07622159073368723, 0.07516019058519702, 0.07516019058519702, 0.07516019058519702, 0.07410717377892816, 0.07410717377892816, 0.07410717377892816, 0.07306265371176479, 0.07306265371176479, 0.07306265371176479, 0.07202673851866155, 0.07202673851866155, 0.07202673851866155, 0.07099953107774157, 0.07099953107774157, 0.07099953107774157, 0.06998112902127321, 0.06998112902127321, 0.06998112902127321, 0.06897162475237205, 0.06897162475237205, 0.06897162475237205, 0.06797110546726652, 0.06797110546726652, 0.06797110546726652, 0.06697965318295798, 0.06697965318295798, 0.06697965318295798, 0.0659973447701002, 0.0659973447701002, 0.0659973447701002, 0.0650242519909161, 0.0650242519909161, 0.0650242519909161, 0.06406044154196523, 0.06406044154196523, 0.06406044154196523, 0.06310597510157046, 0.06310597510157046, 0.06310597510157046, 0.062160909381708394, 0.062160909381708394, 0.05855737223395851, 0.0208268752166029, 0.020906637487462302, 0.020906637487462302, 0.017210668821651055, 0.017302955653381285, 0.017302955653381285, 0.010623918928947368, 0.010636166054368238, 0.010636166054368238
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08389261691270983, 0.08389261691270983, 0.08221476617458032, 0.08304240275772581, 0.08304240275772581, 0.08358938958802951, 0.08358938958802951, 0.08358938958802951, 0.08273102384898451, 0.08273102384898451, 0.08273102384898451, 0.08326574874842924, 0.08326574874842924, 0.08326574874842924, 0.08379652822069708, 0.08379652822069708, 0.08379652822069708, 0.08432329866302089, 0.08432329866302089, 0.08432329866302089, 0.08484599905341024, 0.08484599905341024, 0.08484599905341024, 0.08536457095723575, 0.08536457095723575, 0.08536457095723575, 0.08587895853071822, 0.08587895853071822, 0.08587895853071822, 0.08638910852138436, 0.08638910852138436, 0.08638910852138436, 0.0868949702655564, 0.0868949702655564, 0.0868949702655564, 0.08739649568294637, 0.08739649568294637, 0.08739649568294637, 0.087893639268431, 0.087893639268431, 0.087893639268431, 0.08838635808108677, 0.08838635808108677, 0.08838635808108677, 0.0888746117305682, 0.0888746117305682, 0.0888746117305682, 0.08935836236091609, 0.08935836236091609, 0.08935836236091609, 0.08983757463188485, 0.08983757463188485, 0.08983757463188485, 0.0903122156978811, 0.0903122156978811, 0.0903122156978811, 0.09078225518460771, 0.09078225518460771, 0.09078225518460771, 0.09124766516350978, 0.09124766516350978, 0.09509453519325616, 0.12379793576891833, 0.12427205415595141, 0.12427205415595141, 0.1942726790210459, 0.19531440553524398, 0.19531440553524398, 0.3344700893800066, 0.33485566245916526, 0.33485566245916526
Occupy-Asia-South-America, 0.08333333333333333, 0.08333333333333333, 0.0822147661745803, 0.0822147661745803, 0.0822147661745803, 0.0830424027577258, 0.0830424027577258, 0.08191760339061, 0.08191760339061, 0.08191760339061, 0.0827310238489845, 0.0827310238489845, 0.0827310238489845, 0.08160043536162875, 0.08160043536162875, 0.08160043536162875, 0.08047818883580969, 0.08047818883580969, 0.08047818883580969, 0.07936441874919319, 0.07936441874919319, 0.07936441874919319, 0.07825925412281386, 0.07825925412281386, 0.07825925412281386, 0.07716281850715405, 0.07716281850715405, 0.07716281850715405, 0.0760752299747666, 0.0760752299747666, 0.0760752299747666, 0.0749966011193108, 0.0749966011193108, 0.0749966011193108, 0.07392703906086073, 0.07392703906086073, 0.07392703906086073, 0.07286664545733453, 0.07286664545733453, 0.07286664545733453, 0.071815516521885, 0.071815516521885, 0.071815516521885, 0.07077374304608341, 0.07077374304608341, 0.07077374304608341, 0.06974141042872005, 0.06974141042872005, 0.06974141042872005, 0.06871859871003934, 0.06871859871003934, 0.06871859871003934, 0.0677053826112201, 0.0677053826112201, 0.0677053826112201, 0.0667018315789064, 0.0667018315789064, 0.0667018315789064, 0.06570800983458974, 0.06570800983458974, 0.06570800983458974, 0.06472397642863918, 0.06472397642863918, 0.06610359434228422, 0.012058905039355486, 0.011862986418728115, 0.011862986418728115, 0.007878591007726171, 0.007607172620800536, 0.007607172620800536, 0.0026776177477465897, 0.0026270904348122182, 0.0026270904348122182
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.08333333333333333, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08473714402193168, 0.08473714402193168, 0.08529529383790907, 0.08529529383790907, 0.08529529383790907, 0.08614225388238192, 0.08614225388238192, 0.08614225388238192, 0.08669902697549968, 0.08669902697549968, 0.08669902697549968, 0.08725169196051322, 0.08725169196051322, 0.08725169196051322, 0.08780018261213651, 0.08780018261213651, 0.08780018261213651, 0.0883444353922729, 0.0883444353922729, 0.0883444353922729, 0.08888438945687083, 0.08888438945687083, 0.08888438945687083, 0.08941998665955687, 0.08941998665955687, 0.08941998665955687, 0.08995117155211028, 0.08995117155211028, 0.08995117155211028, 0.09047789138184907, 0.09047789138184907, 0.09047789138184907, 0.09100009608600136, 0.09100009608600136, 0.09100009608600136, 0.09151773828314116, 0.09151773828314116, 0.09151773828314116, 0.09203077326177138, 0.09203077326177138, 0.09203077326177138, 0.0925391589661403, 0.0925391589661403, 0.0925391589661403, 0.09304285597938236, 0.09304285597938236, 0.09304285597938236, 0.0935418275040754, 0.0935418275040754, 0.0935418275040754, 0.09403603934031095, 0.09403603934031095, 0.09403603934031095, 0.09452545986137519, 0.09452545986137519, 0.09452545986137519, 0.09501005998714128, 0.09501005998714128, 0.09703523810454677, 0.0817606837326692, 0.08043233424105471, 0.08043233424105471, 0.05450785742919578, 0.052630055329341056, 0.052630055329341056, 0.019288877941981922, 0.018924892017274177, 0.018924892017274177
Occupy-North-America-Africa, 0.08333333333333333, 0.08166666825612386, 0.0822147661745803, 0.0822147661745803, 0.08057047241921092, 0.08138155628647942, 0.08138155628647942, 0.08027925288525208, 0.08027925288525208, 0.08027925288525208, 0.07945487839738408, 0.07945487839738408, 0.07945487839738408, 0.07836906117186167, 0.07836906117186167, 0.07836906117186167, 0.07729125556651094, 0.07729125556651094, 0.07729125556651094, 0.07622159073368723, 0.07622159073368723, 0.07622159073368723, 0.07516019058519702, 0.07516019058519702, 0.07516019058519702, 0.07410717377892816, 0.07410717377892816, 0.07410717377892816, 0.07306265371176479, 0.07306265371176479, 0.07306265371176479, 0.07202673851866155, 0.07202673851866155, 0.07202673851866155, 0.07099953107774157, 0.07099953107774157, 0.07099953107774157, 0.06998112902127321, 0.06998112902127321, 0.06998112902127321, 0.06897162475237205, 0.06897162475237205, 0.06897162475237205, 0.06797110546726652, 0.06797110546726652, 0.06797110546726652, 0.06697965318295798, 0.06697965318295798, 0.06697965318295798, 0.0659973447701002, 0.0659973447701002, 0.0659973447701002, 0.0650242519909161, 0.0650242519909161, 0.0650242519909161, 0.06406044154196523, 0.06406044154196523, 0.06406044154196523, 0.06310597510157046, 0.06310597510157046, 0.06310597510157046, 0.062160909381708394, 0.062160909381708394, 0.05855737223395851, 0.015082748763664089, 0.015140512315789882, 0.015140512315789882, 0.02159445811936549, 0.02171025165089056, 0.02171025165089056, 0.03267909638739553, 0.03271676845499825, 0.03271676845499825
